Date,Open,High,Low,Close,Adj Close,Volume
2012-01-03,31.770000,31.770000,31.770000,31.770000,26.397720,0
2012-01-04,31.760000,31.760000,31.760000,31.760000,26.389410,0
2012-01-05,31.879999,31.879999,31.879999,31.879999,26.489122,0
2012-01-06,31.820000,31.820000,31.820000,31.820000,26.439259,0
2012-01-09,31.910000,31.910000,31.910000,31.910000,26.514042,0
2012-01-10,32.220001,32.220001,32.220001,32.220001,26.771626,0
2012-01-11,32.259998,32.259998,32.259998,32.259998,26.804861,0
2012-01-12,32.340000,32.340000,32.340000,32.340000,26.871332,0
2012-01-13,32.180000,32.180000,32.180000,32.180000,26.738384,0
2012-01-17,32.279999,32.279999,32.279999,32.279999,26.821478,0
2012-01-18,32.680000,32.680000,32.680000,32.680000,27.153835,0
2012-01-19,32.849998,32.849998,32.849998,32.849998,27.295094,0
2012-01-20,32.869999,32.869999,32.869999,32.869999,27.311710,0
2012-01-23,32.880001,32.880001,32.880001,32.880001,27.320019,0
2012-01-24,32.880001,32.880001,32.880001,32.880001,27.320019,0
2012-01-25,33.189999,33.189999,33.189999,33.189999,27.577599,0
2012-01-26,33.000000,33.000000,33.000000,33.000000,27.419731,0
2012-01-27,33.000000,33.000000,33.000000,33.000000,27.419731,0
2012-01-30,32.900002,32.900002,32.900002,32.900002,27.336643,0
2012-01-31,32.889999,32.889999,32.889999,32.889999,27.328325,0
2012-02-01,33.250000,33.250000,33.250000,33.250000,27.627449,0
2012-02-02,33.310001,33.310001,33.310001,33.310001,27.677315,0
2012-02-03,33.830002,33.830002,33.830002,33.830002,28.109381,0
2012-02-06,33.810001,33.810001,33.810001,33.810001,28.092762,0
2012-02-07,33.869999,33.869999,33.869999,33.869999,28.142609,0
2012-02-08,33.950001,33.950001,33.950001,33.950001,28.209080,0
2012-02-09,33.990002,33.990002,33.990002,33.990002,28.242331,0
2012-02-10,33.730000,33.730000,33.730000,33.730000,28.026293,0
2012-02-13,33.990002,33.990002,33.990002,33.990002,28.242331,0
2012-02-14,33.950001,33.950001,33.950001,33.950001,28.209080,0
2012-02-15,33.790001,33.790001,33.790001,33.790001,28.076143,0
2012-02-16,34.200001,34.200001,34.200001,34.200001,28.416813,0
2012-02-17,34.259998,34.259998,34.259998,34.259998,28.466667,0
2012-02-21,34.240002,34.240002,34.240002,34.240002,28.450056,0
2012-02-22,34.110001,34.110001,34.110001,34.110001,28.342031,0
2012-02-23,34.310001,34.310001,34.310001,34.310001,28.508194,0
2012-02-24,34.360001,34.360001,34.360001,34.360001,28.549747,0
2012-02-27,34.389999,34.389999,34.389999,34.389999,28.574677,0
2012-02-28,34.480000,34.480000,34.480000,34.480000,28.649464,0
2012-02-29,34.290001,34.290001,34.290001,34.290001,28.491587,0
2012-03-01,34.520000,34.520000,34.520000,34.520000,28.682697,0
2012-03-02,34.360001,34.360001,34.360001,34.360001,28.549747,0
2012-03-05,34.230000,34.230000,34.230000,34.230000,28.441727,0
2012-03-06,33.669998,33.669998,33.669998,33.669998,27.976427,0
2012-03-07,33.939999,33.939999,33.939999,33.939999,28.200773,0
2012-03-08,34.299999,34.299999,34.299999,34.299999,28.499889,0
2012-03-09,34.459999,34.459999,34.459999,34.459999,28.632843,0
2012-03-12,34.439999,34.439999,34.439999,34.439999,28.616228,0
2012-03-13,35.080002,35.080002,35.080002,35.080002,29.148003,0
2012-03-14,35.000000,35.000000,35.000000,35.000000,29.081530,0
2012-03-15,35.230000,35.230000,35.230000,35.230000,29.272636,0
2012-03-16,35.259998,35.259998,35.259998,35.259998,29.297562,0
2012-03-19,35.410000,35.410000,35.410000,35.410000,29.422199,0
2012-03-20,35.270000,35.270000,35.270000,35.270000,29.305866,0
2012-03-21,35.220001,35.220001,35.220001,35.220001,29.264324,0
2012-03-22,34.950001,34.950001,34.950001,34.950001,29.039982,0
2012-03-23,34.930000,34.930000,34.930000,34.930000,29.149303,0
2012-03-26,35.430000,35.430000,35.430000,35.430000,29.566561,0
2012-03-27,35.310001,35.310001,35.310001,35.310001,29.466429,0
2012-03-28,35.139999,35.139999,35.139999,35.139999,29.324543,0
2012-03-29,35.090000,35.090000,35.090000,35.090000,29.282824,0
